Name,Rank,Level,Link,Gold,Silver,Bronze,Points,Joined,Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
Raimondo Melis,2049,expert,https://www.kaggle.com/raimondomelis,0,0,5,49,2 years ago,"Sassari, Sardinia, Italy",1.0,5.0,11,83,1985.0,2114.0,Notebooks Expert
Arhit Bose Tagore,2050,expert,https://www.kaggle.com/arhitbosetagore,0,1,8,49,2 years ago,"Hyderabad, Telangana, India",16.0,1.0,9,78,1186.0,2068.0,Notebooks Expert
Tanav Bajaj,2051,expert,https://www.kaggle.com/tanavbajaj,0,0,6,49,2 years ago,"Ludhiana, Punjab, India",2.0,1.0,11,16,1696.0,2069.0,Notebooks Expert
AqibRehman PirZada,2052,expert,https://www.kaggle.com/aqibrehmanpirzada,0,0,5,49,2 years ago,"Kamalia, Punjab, Pakistan",1.0,9.0,16,22,2047.0,2070.0,Notebooks Expert
Guillermo García Cobo,2053,expert,https://www.kaggle.com/atmguille,0,0,8,49,2 years ago,"Madrid, Community of Madrid, Spain",9.0,2.0,18,56,1671.0,2031.0,Competitions Expert
Mohamed Khaled Elsafty,2054,expert,https://www.kaggle.com/mohamedkhaledelsafty,0,0,6,49,2 years ago,"El-Mahalla El-Kubra, Gharbia Governorate, Egypt",1.0,3.0,7,129,,808.0,Datasets Expert
Farid Taghiyev,2055,expert,https://www.kaggle.com/faridtaghiyev,0,0,9,49,2 years ago,"El-Mahalla El-Kubra, Gharbia Governorate, Egypt",1.0,3.0,7,129,,808.0,Datasets Expert
Vinayak Tiwari,2056,expert,https://www.kaggle.com/vinayaktiwari28,0,0,6,49,a year ago,"New Delhi, Delhi, India",13.0,,6,160,1349.0,2071.0,Notebooks Expert
Rajwinder2000,2057,expert,https://www.kaggle.com/rajwinder2000,0,1,7,49,a year ago,"Patiala, Punjab, India",1.0,,8,33,1127.0,2120.0,Notebooks Expert
GyuTak,2058,expert,https://www.kaggle.com/formeforu,0,0,6,49,a year ago,,,,9,6,1411.0,2122.0,Notebooks Expert
Toygar Tanyel,2059,expert,https://www.kaggle.com/toygarr,0,1,5,49,a year ago,"İstanbul, İstanbul, Turkey",2.0,2.0,9,12,1612.0,2125.0,Notebooks Expert
Ibrahim Serouis 99,2060,expert,https://www.kaggle.com/ibrahimserouis99,0,0,8,49,a year ago,,,4.0,9,28,1522.0,2073.0,Datasets Expert
dmitry_lessy,2061,expert,https://www.kaggle.com/dmitrylessy,0,1,4,49,a year ago,"Saint Petersburg, Russia",5.0,2.0,11,23,1277.0,2074.0,Notebooks Expert
Sahar Garmsiri,2062,expert,https://www.kaggle.com/sahargarmsiri,0,1,5,49,a year ago,"Bandar Bushehr, Bushehr Province, Iran",,,10,51,1115.0,2075.0,Notebooks Expert
YiuKit Cheung,2063,expert,https://www.kaggle.com/yiukitcheung,0,2,3,49,8 months ago,"Edmonton, Alberta, Canada",3.0,2.0,5,1,1876.0,2076.0,Notebooks Expert
Ankit Bhattacharyya,2064,expert,https://www.kaggle.com/ankitbhattacharyya,0,0,5,49,7 months ago,"Kolkata, West Bengal, India",,,5,19,1810.0,2077.0,Notebooks Expert
Faraz Munshi,2065,expert,https://www.kaggle.com/farazmunshi,0,0,6,49,7 months ago,,1.0,,6,50,1784.0,2078.0,Notebooks Expert
Agustin222,2066,expert,https://www.kaggle.com/agustin222,0,0,5,49,7 months ago,"Buenos Aires, Buenos Aires, Argentina",,,9,138,1945.0,2079.0,Notebooks Expert
fozia shareen,2067,expert,https://www.kaggle.com/foziashareen,0,0,6,49,4 months ago,"Islamabad, Islamabad Capital Territory, Pakistan",,7.0,8,56,1907.0,2080.0,Datasets Expert
Eu Jin Lok,2068,expert,https://www.kaggle.com/ejlok1,1,2,6,48,12 years ago,"Melbourne, Victoria, Australia",23.0,3.0,9,101,419.0,2082.0,Competitions Grandmaster
Aditya Bhatt,2069,expert,https://www.kaggle.com/adityabhat,0,1,6,48,7 years ago,"Hyderabad, Telangana, India",9.0,,19,44,1242.0,2084.0,Notebooks Expert
Anubhav Singh,2070,expert,https://www.kaggle.com/anubhav1302,0,0,12,48,6 years ago,"Chandigarh, Punjab, India",17.0,,33,16,1328.0,2088.0,Notebooks Expert
Eric Bouteillon,2071,expert,https://www.kaggle.com/ebouteillon,1,3,3,48,5 years ago,"Toulon, Provence-Alpes-Côte d'Azur, France",14.0,1.0,11,146,217.0,2090.0,Competitions Master
Sani Kamal,2072,expert,https://www.kaggle.com/sanikamal,0,1,10,48,5 years ago,"Guwahati, Assam, India",20.0,8.0,106,390,344.0,2047.0,Datasets Expert
arvis,2073,expert,https://www.kaggle.com/arvissu,0,1,5,48,5 years ago,"Taipei, Taiwan",17.0,7.0,8,23,1787.0,2091.0,Competitions Expert
hawkey,2074,expert,https://www.kaggle.com/hawkey,2,1,2,48,5 years ago,"Beijing, Beijing, China",16.0,,5,30,971.0,2092.0,Competitions Expert
Yashvardhan Jain,2075,expert,https://www.kaggle.com/yashvrdnjain,0,1,4,48,5 years ago,"Bloomington, Indiana, United States",2.0,1.0,6,17,1956.0,2093.0,Notebooks Expert
Shenuri Sumanasekara,2076,expert,https://www.kaggle.com/shenurisumanasekara,0,0,9,48,5 years ago,"Swansea, Wales, United Kingdom",3.0,,20,38,880.0,2135.0,Notebooks Expert
ChewZY,2077,expert,https://www.kaggle.com/chewzy,2,1,6,48,5 years ago,"Singapore, Singapore",15.0,,14,174,138.0,2136.0,Notebooks Expert
Shivam Ralli,2078,expert,https://www.kaggle.com/hoshi7,1,1,5,48,4 years ago,"Noida, Uttar Pradesh, India",2.0,1.0,8,41,934.0,2138.0,Notebooks Expert
AU12,2079,expert,https://www.kaggle.com/au1206,0,2,4,48,4 years ago,"Bengaluru, Karnataka, India",10.0,1.0,6,40,1013.0,1954.0,Notebooks Expert
Arpit Dwivedi,2080,expert,https://www.kaggle.com/arpitdw,0,8,0,48,4 years ago,"Lucknow, Uttar Pradesh, India",3.0,5.0,8,126,230.0,2139.0,Datasets Expert
Suharkov,2081,expert,https://www.kaggle.com/suharkov,0,1,7,48,4 years ago,"Moscow, Russia",9.0,,15,82,976.0,2094.0,Notebooks Expert
masoud parpanchi,2082,expert,https://www.kaggle.com/masoudmzb,0,4,5,48,4 years ago,"Karaj, Alborz Province, Iran",4.0,,8,273,661.0,2096.0,Notebooks Expert
shweta sharma,2083,expert,https://www.kaggle.com/shweta2407,0,1,9,48,3 years ago,"Hyderabad, Telangana, India",1.0,12.0,23,72,738.0,2098.0,Notebooks Expert
Marco Carujo,2084,expert,https://www.kaggle.com/mcarujo,0,0,14,48,3 years ago,"Natal, State of Rio Grande do Norte, Brazil",2.0,7.0,24,94,718.0,2145.0,Datasets Expert
Philippe Massouf,2085,expert,https://www.kaggle.com/pmassouf,0,0,7,48,3 years ago,,3.0,,11,17,1859.0,2100.0,Notebooks Expert
Ahmet Esencan,2086,expert,https://www.kaggle.com/ahmetesencan,0,0,5,48,3 years ago,,3.0,,11,17,1859.0,2100.0,Notebooks Expert
Yogesh Rampariya,2087,expert,https://www.kaggle.com/yogeshrampariya,0,0,6,48,3 years ago,"Mumbai, Maharashtra, India",,1.0,42,10,1361.0,2102.0,Notebooks Expert
Neel Gajare,2088,expert,https://www.kaggle.com/neelgajare,0,0,6,48,3 years ago,"San Francisco, California, United States",,12.0,13,48,1696.0,2103.0,Datasets Expert
Ibrahim Heshmat,2089,expert,https://www.kaggle.com/himahima,0,1,12,48,3 years ago,"Cairo, Cairo Governorate, Egypt",,,19,32,482.0,2105.0,Notebooks Expert
Ritik P. Nayak,2090,expert,https://www.kaggle.com/ritikpnayak,0,0,12,48,3 years ago,"Patiala, Punjab, India",,,38,250,730.0,2062.0,Notebooks Expert
sayak,2091,expert,https://www.kaggle.com/sayakdasgupta,1,4,1,48,3 years ago,"Kolkata, West Bengal, India",1.0,,6,136,289.0,2106.0,Notebooks Expert
Kamal Khumar,2092,expert,https://www.kaggle.com/kamalkhumar,0,0,17,48,3 years ago,"Chennai, Tamil Nadu, India",1.0,1.0,34,16,334.0,2149.0,Notebooks Expert
Umut Alpaydin,2093,expert,https://www.kaggle.com/umutalpaydn,0,2,7,48,3 years ago,"İstanbul, İstanbul, Turkey",1.0,1.0,9,116,539.0,2107.0,Notebooks Expert
Andreas Stavrou,2094,expert,https://www.kaggle.com/andreasstavrou,0,0,5,48,2 years ago,"Athens, Greece",3.0,1.0,5,8,1943.0,2150.0,Notebooks Expert
Dongkyu Kim,2095,expert,https://www.kaggle.com/vkehfdl1,0,1,5,48,2 years ago,"Seoul, Seoul, South Korea",18.0,7.0,27,163,926.0,2109.0,Notebooks Expert
spin fit,2096,expert,https://www.kaggle.com/kimalpha,0,0,6,48,2 years ago,"Busan, Busan, South Korea",2.0,4.0,8,226,1233.0,2110.0,Datasets Expert
Ashaab Rizvi,2097,expert,https://www.kaggle.com/ashaabrizvi,0,4,4,48,2 years ago,"New Delhi, Delhi, India",,,8,165,347.0,2111.0,Notebooks Expert
zephyr666666,2098,expert,https://www.kaggle.com/zephyrwang666,2,0,3,48,2 years ago,"Beijing, Beijing, China",6.0,3.0,6,42,341.0,2154.0,Competitions Expert
Ashok kumar,2099,expert,https://www.kaggle.com/ashokkumarbibbab,0,2,8,48,2 years ago,"Tiruppur, Tamil Nadu, India",,4.0,10,161,696.0,2115.0,Notebooks Expert
Ilya Pozdnyakov,2100,expert,https://www.kaggle.com/ilyapozdnyakov,0,4,3,48,2 years ago,"Brussels, Brussels, Belgium",,,14,122,610.0,2117.0,Notebooks Expert
SM Sajideen,2101,expert,https://www.kaggle.com/smsajideen,0,2,4,48,2 years ago,"Karachi, Sindh, Pakistan",8.0,,7,26,1229.0,2118.0,Notebooks Expert
Neesham,2102,expert,https://www.kaggle.com/neesham,0,0,5,48,2 years ago,"Rewari, Haryana, India",1.0,,7,120,1744.0,1774.0,Notebooks Expert
Vamsi Krishna B,2103,expert,https://www.kaggle.com/vamsikrishnab,0,1,7,48,2 years ago,"Vizianagaram, Andhra Pradesh, India",5.0,1.0,13,24,864.0,2156.0,Notebooks Expert
Jasthi Naveen,2104,expert,https://www.kaggle.com/jasthinaveen0640,0,0,6,48,2 years ago,"Bengaluru, Karnataka, India",,,6,82,1063.0,2120.0,Notebooks Expert
Sachin Sarkar,2105,expert,https://www.kaggle.com/sachinsarkar,0,1,7,48,a year ago,"Kolkata, West Bengal, India",2.0,2.0,10,21,1123.0,2157.0,Notebooks Expert
Lakhan kumawat,2106,expert,https://www.kaggle.com/lakhankumawat,0,0,7,48,a year ago,"Jalandhar, Punjab, India",4.0,2.0,14,35,1593.0,2123.0,Notebooks Expert
Digant Dixit,2107,expert,https://www.kaggle.com/digantdixit,0,0,5,48,a year ago,"Greater Noida, Uttar Pradesh, India",1.0,2.0,5,39,1903.0,2126.0,Notebooks Expert
Nikhil Sharma,2108,expert,https://www.kaggle.com/nikhilsharma24,0,0,6,48,a year ago,,8.0,,8,10,1530.0,2127.0,Notebooks Expert
Phúc Đỗ Vương,2109,expert,https://www.kaggle.com/phuc16102001,0,0,5,48,a year ago,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2.0,2.0,14,20,1986.0,2129.0,Notebooks Expert
Ahmed Elgebaly,2110,expert,https://www.kaggle.com/ahmedsafwatgb20,0,1,4,48,a year ago,"Tanta, Gharbia Governorate, Egypt",,1.0,6,24,1957.0,2162.0,Notebooks Expert
Sener Alkan,2111,expert,https://www.kaggle.com/seneralkan,0,2,5,48,a year ago,"İstanbul, İstanbul, Turkey",,2.0,8,4,1082.0,2163.0,Notebooks Expert
Mikołaj Hojda,2112,expert,https://www.kaggle.com/mikolajhojda,0,0,5,48,10 months ago,,4.0,1.0,9,3,2047.0,2130.0,Notebooks Expert
Danish Asif,2113,expert,https://www.kaggle.com/danishasif,0,0,6,48,6 months ago,"Karachi, Sindh, Pakistan",1.0,2.0,8.0,54,2022.0,2044.0,Notebooks Expert
Liling Tan,2114,expert,https://www.kaggle.com/alvations,1,1,4,47,9 years ago,,2.0,139.0,51.0,52,1167.0,2167.0,Datasets Expert
Yann Claudel,2115,expert,https://www.kaggle.com/yclaudel,1,1,5,47,6 years ago,"Luxembourg, Luxembourg District, Luxembourg",,1.0,15.0,34,544.0,2136.0,Notebooks Expert
Felipe Peressim,2116,expert,https://www.kaggle.com/peressim,0,0,9,47,6 years ago,"São Paulo, State of São Paulo, Brazil",11.0,,24.0,10,1441.0,2137.0,Notebooks Expert
hamidreza samsami,2117,expert,https://www.kaggle.com/persix,0,0,8,47,5 years ago,"Tehran, Tehran Province, Iran",,,12.0,31,1022.0,2138.0,Notebooks Expert
Jeff Hale,2118,expert,https://www.kaggle.com/discdiver,2,3,2,47,5 years ago,"Washington, District of Columbia, United States",1.0,8.0,20.0,13,333.0,2172.0,Notebooks Expert
Dewei Chen,2119,expert,https://www.kaggle.com/dwchen,0,0,9,47,4 years ago,"Beijing, Beijing, China",50.0,34.0,12.0,360,1400.0,2141.0,Discussion Master
Mykola,2120,expert,https://www.kaggle.com/meowmeowmeowmeowmeow,0,1,5,47,4 years ago,,5.0,2.0,9.0,240,1184.0,2174.0,Notebooks Expert
shyambhu Mukherjee,2121,expert,https://www.kaggle.com/shyambhu,0,1,11,47,4 years ago,"Bengaluru, Karnataka, India",6.0,4.0,25.0,192,546.0,2098.0,Notebooks Expert
Siddhant Sadangi,2122,expert,https://www.kaggle.com/siddhantsadangi,0,2,4,47,4 years ago,"Bengaluru, Karnataka, India",2.0,1.0,10.0,61,2121.0,2143.0,Notebooks Expert
Alex Lekov,2123,expert,https://www.kaggle.com/itslek,1,2,6,47,4 years ago,"Moscow, Russia",16.0,,31.0,8,498.0,2144.0,Notebooks Expert
Kabir,2124,expert,https://www.kaggle.com/kabirnagpal,0,3,5,47,4 years ago,"New Delhi, Delhi, India",4.0,1.0,9.0,79,545.0,2145.0,Notebooks Expert
Siddharth Mandgi,2125,expert,https://www.kaggle.com/siddharthmandgi,0,0,5,47,4 years ago,"Jersey City, New Jersey, United States",1.0,3.0,5.0,32,1741.0,2146.0,Datasets Expert
ganchan,2126,expert,https://www.kaggle.com/iwatatakuya,0,2,5,47,3 years ago,"Tokyo, Tokyo, Japan",11.0,,7.0,43,857.0,2181.0,Competitions Expert
Tarun,2127,expert,https://www.kaggle.com/tarunbisht11,0,0,11,47,3 years ago,"Pithoragarh, Uttarakhand, India",15.0,14.0,26.0,34,1127.0,2149.0,Notebooks Expert
Siddharth Tyagi,2128,expert,https://www.kaggle.com/siddharthtyagi,0,2,5,47,3 years ago,"Noida, Uttar Pradesh, India",,1.0,7.0,149,828.0,2183.0,Notebooks Expert
Ashraf Khan,2129,expert,https://www.kaggle.com/ashrafkhan94,0,0,12,47,3 years ago,"Mumbai, Maharashtra, India",,5.0,49.0,13,649.0,2150.0,Notebooks Expert
Tuan Nguyen Van Anh,2130,expert,https://www.kaggle.com/tuannguyenvananh,0,1,4,47,3 years ago,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2.0,35.0,34.0,179,1573.0,2151.0,Notebooks Expert
Vsevolod Cherepanov,2131,expert,https://www.kaggle.com/vsevolodcherepanov,0,0,8,47,3 years ago,,2.0,8.0,33.0,10,1036.0,2185.0,Datasets Expert
tolga_,2132,expert,https://www.kaggle.com/soraka,0,0,5,47,2 years ago,"Antalya, Antalya, Turkey",1.0,1.0,13.0,43,2030.0,2154.0,Notebooks Expert
TUSHAR SARKAR,2133,expert,https://www.kaggle.com/tusharsarkar,0,1,5,47,2 years ago,"Thane, Maharashtra, India",17.0,7.0,6.0,21,1096.0,2155.0,Competitions Expert
miracl16,2134,expert,https://www.kaggle.com/miracl16,0,4,1,47,2 years ago,"Moscow, Russia",3.0,1.0,5.0,4,1259.0,2156.0,Notebooks Expert
Ayush Rathi,2135,expert,https://www.kaggle.com/ayushrathi47,0,0,5,47,2 years ago,"Muzaffarnagar, Uttar Pradesh, India",2.0,,9.0,26,1991.0,2069.0,Notebooks Expert
Kiran Clement,2136,expert,https://www.kaggle.com/kiranclement,0,0,8,47,2 years ago,"Crewe, England, United Kingdom",2.0,2.0,17.0,17,952.0,2158.0,Notebooks Expert
Sabarishwaran G,2137,expert,https://www.kaggle.com/sabarish2611,0,0,5,47,2 years ago,"Tiruchirappalli, Tamil Nadu, India",,,20.0,16,1438.0,2191.0,Notebooks Expert
CRISTIAN CARTAGENA MATOS,2138,expert,https://www.kaggle.com/cristianminas,0,1,6,47,2 years ago,"Lima, Callao Region, Peru",21.0,6.0,26.0,28,1370.0,2192.0,Notebooks Expert
Tanvi Kurade,2139,expert,https://www.kaggle.com/tanvikurade,0,0,9,47,2 years ago,"Thane, Maharashtra, India",,,10.0,28,1029.0,2194.0,Notebooks Expert
Sémi Ben Hsan,2140,expert,https://www.kaggle.com/samibenhsan,0,4,1,47,2 years ago,,4.0,,5.0,38,911.0,2195.0,Notebooks Expert
mahwiz khalil,2141,expert,https://www.kaggle.com/mahwiz,0,0,5,47,a year ago,"Karachi, Sindh, Pakistan",3.0,3.0,10.0,24,2075.0,2198.0,Notebooks Expert
Tanay .M. Patare,2142,expert,https://www.kaggle.com/tanaypatare,0,0,15,47,a year ago,"Pune, Maharashtra, India",,1.0,16.0,35,843.0,2161.0,Notebooks Expert
seholeee,2143,expert,https://www.kaggle.com/seholeee,0,0,9,47,a year ago,,2.0,,43.0,11,1239.0,2162.0,Notebooks Expert
Uzair Siddiqui,2144,expert,https://www.kaggle.com/uzzivirus,0,0,5,47,a year ago,"Karachi, Sindh, Pakistan",3.0,1.0,5.0,34,1749.0,1751.0,Notebooks Expert
